course_name,course_credits,course_uni,course_location,application_status,initial_tuition_fee,total_tuition_fee,period,course_dates,level,language_of_instruction,application_code,teaching_form,meetings,pace_of_study,instructional_time,location,subject_areas,top_level_subjects,course_starts,link
"Electrical Engineering - Signal Processing, Course Package",30,Linnaeus University (Kalmar Växjö),Växjö,Closed for late application,77500,77500,Autumn 2023 Period 1,,Master's,English,LNU-F2089,"Course, On-campus",,Full-time,Daytime,Växjö,Electrical Engineering,Technology,28 Aug,https://lnu.se/en/coursepackage/ED50A/20232/F2089
"Electrical Engineering I, Course Package",30,Linnaeus University (Kalmar Växjö),Växjö,Closed for late application,77500,77500,Autumn 2023 Period 1,,Bachelor's,English,LNU-F2090,"Course, On-campus",,Full-time,Daytime,Växjö,Electrical Engineering,Technology,28 Aug,https://lnu.se/en/coursepackage/ED01G/20232/F2090
"Electrical Engineering, specialisation Signal Processing & Wave Propagation, Master Programme",120,Linnaeus University (Kalmar Växjö),Växjö,Closed for late application,77500,310000,Autumn 2023 Period 1,,Master's,English,LNU-F1912,"Programme, On-campus",,Full-time,Daytime,Växjö,"Computer Science and Engineering, Electrical Engineering, Engineering Physics, Information Technology",Technology | Computer Science and Engineering,28 Aug,https://lnu.se/en/programme/TAET2/20232/F1912
Electrical Power Engineering,7.5,Dalarna University,Borlänge,Open for late application,16875,16875,Autumn 2023 Period 2,6 Nov - 14 Jan,Bachelor's,English,HDA-H3G2U,"Course, On-campus",,Half-time,Daytime,Borlänge,Electrical Engineering,Technology,,http://www.du.se/redirect/course.aspx?language=en&code=GET336&applicationcode=H3G2U
Electrical power systems technology,7.5,Karlstad University,Karlstad,Open for late application,21000,21000,Autumn 2023 Period 1,28 Aug - 5 Nov,Master's,English,KAU-41762,"Course, On-campus",,Half-time,Daytime,Karlstad,Electrical Engineering,Technology,,http://www.kau.se/en/education/programmes-and-courses/courses/ELAD17?occasion=41762
Electrodynamics,6,Umeå University,Umeå,Open for late application,14280,14280,Autumn 2023 Period 1,28 Aug - 5 Nov,Bachelor's,English,UMU-53000,"Course, On-campus",,33%,Daytime,Umeå,"Engineering Physics, Physics",Technology | Natural Science,,http://www.umu.se/english/education/courses-and-programmes/course?code=5FY186
Electrodynamics,7.5,Stockholm University,Stockholm,Open for late application,17500,17500,Autumn 2023 Period 1,28 Aug - 29 Oct,Master's,English,SU-47713,"Course, On-campus",,Half-time,Daytime,Stockholm,Physics,Natural Science,,https://sisu.it.su.se/search/info/FK7045/en?eventident=47713&semester=20234
Electrodynamics II,7.5,Umeå University,Umeå,Open for late application,17850,17850,Autumn 2023 Period 2,30 Oct - 14 Jan,Master's,English,UMU-53024,"Course, On-campus",,Half-time,Daytime,Umeå,"Engineering Physics, Physics",Technology | Natural Science,,http://www.umu.se/english/education/courses-and-programmes/course?code=5FY170
Electrodynamics with Vector Analysis,7.5,Umeå University,Umeå,Open for late application,17850,17850,Autumn 2023 Period 1,28 Aug - 5 Nov,Bachelor's,English,UMU-53010,"Course, On-campus",,Half-time,Daytime,Umeå,"Engineering Physics, Physics",Technology | Natural Science,,http://www.umu.se/english/education/courses-and-programmes/course?code=5FY147
Electromagnetic Field Theory,7.5,Linnaeus University (Kalmar Växjö),Varied,Closed for late application,19300,19300,Autumn 2023 Period 2,6 Nov - 14 Jan,Bachelor's,English,LNU-F2087,"Course, Distance",0,Half-time,Mixed-time,Varied,Physics,Natural Science,,https://lnu.se/en/course/2FY810/20232/F2087
Electromagnetic Field Theory,7.5,Linnaeus University (Kalmar Växjö),Växjö,Closed for late application,19300,19300,Autumn 2023 Period 2,6 Nov - 14 Jan,Bachelor's,English,LNU-F2088,"Course, On-campus",,Half-time,Daytime,Växjö,Physics,Natural Science,,https://lnu.se/en/course/2FY810/20232/F2088
Electromagnetic Methods in Deep Mineral Exploration,3,Uppsala University,Varied,Open for late application,7250,7250,Autumn 2023 Period 1,28 Aug - 5 Nov,Master's,Swedish,UU-18101,"Course, Distance",0,One-quarter-time,Daytime,Varied,"Earth Science, Geophysics, Physics",Natural Science,,http://www.uu.se/en/admissions/freestanding-courses/course/?kKod=1GE064&lasar=23%2F24&typ=1
Electron Microscopy for Materials Characterization,7.5,Stockholm University,Stockholm,Open for late application,17500,17500,Autumn 2023 Period 1,28 Aug - 1 Oct,Master's,English,SU-54249,"Course, On-campus",,Full-time,Daytime,Stockholm,Chemistry,Natural Science,,https://sisu.it.su.se/search/info/KZ7016/en?eventident=54249&semester=20234
"Electronics Engineering, Master's Programme",120,Linköping University,Linköping,Closed for late application,63000,252000,Autumn 2023 Period 1,,Master's,English,LIU-91126,"Programme, On-campus",,Full-time,Daytime,Linköping,"Electronics, Technology",Technology,21 Aug,https://liu.se/en/education/program/6mele
Elements of AI,2,Linköping University,Varied,Open for late application,3866,3866,Autumn 2023 Period 1,28 Aug - 14 Jan,Bachelor's,English,LIU-1Z025,"Course, Distance",0,10%,Mixed-time,Varied,Computer Science,Computer Science and Engineering,,https://liu.se/en/education/course/ete318
"Elements of AI, Part 2: Building AI",2,Linköping University,Varied,Open for late application,3866,3866,Autumn 2023 Period 1,28 Aug - 14 Jan,Bachelor's,English,LIU-1Z020,"Course, Distance",0,10%,Mixed-time,Varied,Computer Science,Computer Science and Engineering,,https://liu.se/en/education/course/ete337
"Embedded Electronic System Design, Msc Progr",120,Chalmers University of Technology,Göteborg,Closed and will not be opened for late application,80000,320000,Autumn 2023 Period 1,,Master's,English,CTH-15009,"Programme, On-campus",,Full-time,Daytime,Göteborg,"Computer Technology, Electrical Engineering, Electronics, Embedded systems",Technology | Computer Science and Engineering,28 Aug,https://www.chalmers.se/en/education/find-masters-programme/embedded-electronic-system-design-msc/
Emerging Digital Technologies,15,Malmö University,Malmö,Closed for late application,36000,36000,Autumn 2023 Period 2,6 Nov - 14 Jan,Master's,English,MAU-38971,"Course, On-campus",,Full-time,Daytime,Malmö,Information Technology,Technology | Computer Science and Engineering,,https://mau.se/en/study-education/course/DA621E
Empirical Software Engineering,7.5,University of Gothenburg,Göteborg,Closed and will not be opened for late application,18625,18625,Autumn 2023 Period 1,28 Aug - 29 Oct,Master's,English,GU-18659,"Course, On-campus",,Half-time,Daytime,Göteborg,Mathematics,Mathematics,,https://www.gu.se/en/study-gothenburg/DIT246
Energy and climate,7.5,Linnaeus University (Kalmar Växjö),Växjö,Closed for late application,19300,19300,Autumn 2023 Period 1,28 Aug - 5 Nov,Master's,English,LNU-F1981,"Course, On-campus",,Half-time,Daytime,Växjö,Environmental Techniques and Energy Technology,Technology | Natural Science,,https://lnu.se/en/course/4BT301/20232/F1981
Energy and Climate-Efficient Construction,7.5,Linnaeus University (Kalmar Växjö),Växjö,Closed for late application,19300,19300,Autumn 2023 Period 1,28 Aug - 5 Nov,Bachelor's,English,LNU-F1982,"Course, On-campus",,Half-time,Daytime,Växjö,"Building Technology , Building Technology and Civil Engineering, Technology","Materials, Construction and Manufacturing | Technology",,https://lnu.se/en/course/2BY001/20232/F1982
Energy and Geopolitics,7.5,KTH Royal Institute of Technology,Stockholm,Open for late application,19375,19375,Autumn 2023 Period 1,28 Aug - 29 Oct,Master's,English,KTH-50763,"Course, On-campus",,Half-time,Daytime,Stockholm,Civil and Environmental Engineering,"Materials, Construction and Manufacturing",,https://www.kth.se/student/kurser/kurs/AK2201?startterm=20232&l=en
"Energy and Management for Sustainable Development, Master Programme",120,Linnaeus University (Kalmar Växjö),Växjö,Closed for late application,77500,310000,Autumn 2023 Period 1,,Master's,English,LNU-F1913,"Programme, On-campus",,Full-time,Daytime,Växjö,"Entrepreneurship, Environmental Techniques and Energy Technology",Natural Science | Technology | Business Administration and Economics | Health and Medical Care | Social Science and Behavioural Science,28 Aug,https://lnu.se/en/programme/TAEH2/20232/F1913
Energy and Materials Sustainability,6,KTH Royal Institute of Technology,Stockholm,Open for late application,15500,15500,Autumn 2023 Period 1,28 Aug - 21 Jan,Master's,English,KTH-50938,"Course, On-campus",,17%,Daytime,Stockholm,Materials Technology,"Materials, Construction and Manufacturing",,https://www.kth.se/student/kurser/kurs/MH2045?l=en
Energy Efficient Buildings,7.5,Dalarna University,Borlänge,Open for late application,16875,16875,Autumn 2023 Period 1,28 Aug - 5 Nov,Master's,English,HDA-H3FP6,"Course, On-campus",,Half-time,Daytime,Borlänge,"Architecture, Building Technology and Civil Engineering, Environmental Techniques and Energy Technology, Materials, Construction and Manufacturing, Natural Science, Technology, Wood Technology","Arts, Design and Media | Natural Science | Technology | Materials, Construction and Manufacturing | Materials | Construction and Manufacturing",,http://www.du.se/redirect/course.aspx?language=en&code=BY3001&applicationcode=H3FP6
Energy Management,7.5,University of Gävle,Varied,Cancelled,18800,18800,Autumn 2023 Period 2,6 Nov - 14 Jan,Master's,English,HIG-16706,"Course, Distance",0,Half-time,Daytime,Varied,Environmental Techniques and Energy Technology,Technology | Natural Science,,http://www.hig.se/4.5202771113a0820145e87d.html?identifier=ETA006
Energy Management,7.5,University of Gävle,Gävle,Open for late application,18800,18800,Autumn 2023 Period 2,6 Nov - 14 Jan,Master's,English,HIG-16707,"Course, On-campus",,Half-time,Daytime,Gävle,Environmental Techniques and Energy Technology,Technology | Natural Science,,https://edu.hig.se/web/en/c253ec6a-6404-11ed-86e7-9e353f234e0e
Energy Management,7.5,University of Gävle,Varied,Open for late application,18800,18800,Autumn 2023 Period 2,6 Nov - 14 Jan,Master's,English,HIG-16709,"Course, Distance",0,Half-time,Daytime,Varied,Environmental Techniques and Energy Technology,Technology | Natural Science,,https://edu.hig.se/web/en/c20249c4-6404-11ed-86e7-9e353f234e0e
Energy management in the built environment,7.5,Linnaeus University (Kalmar Växjö),Växjö,Closed for late application,19300,19300,Autumn 2023 Period 2,6 Nov - 14 Jan,Master's,English,LNU-F1983,"Course, On-campus",,Half-time,Daytime,Växjö,Environmental Techniques and Energy Technology,Technology | Natural Science,,https://lnu.se/en/course/4BT316/20232/F1983
Energy System and Environmental Impact,7.5,Uppsala University,Varied,Open for late application,16250,16250,Autumn 2023 Period 2,30 Oct - 14 Jan,Bachelor's,English,UU-18208,"Course, Distance",0,Half-time,Mixed-time,Varied,"Environmental Techniques and Energy Technology, Technology",Technology | Natural Science,,http://www.uu.se/en/admissions/freestanding-courses/course/?kKod=1GV215&lasar=23%2F24&typ=1
Energy Systems,7.5,University of Gävle,Gävle,Open for late application,18800,18800,Autumn 2023 Period 1,28 Aug - 5 Nov,Master's,English,HIG-16710,"Course, On-campus",,Half-time,Daytime,Gävle,Environmental Techniques and Energy Technology,Technology | Natural Science,,https://edu.hig.se/web/en/c0d6e944-6404-11ed-86e7-9e353f234e0e
Energy Systems,7.5,University of Gävle,Varied,Open for late application,18800,18800,Autumn 2023 Period 1,28 Aug - 5 Nov,Master's,English,HIG-16719,"Course, Distance",0,Half-time,Daytime,Varied,Environmental Techniques and Energy Technology,Technology | Natural Science,,https://edu.hig.se/web/en/c11c7dfc-6404-11ed-86e7-9e353f234e0e
Engineering Management (One Year),60,Jönköping University,Jönköping,Closed for late application,60000,120000,Autumn 2023 Period 1,,Master's,English,HJ-MU065,"Programme, On-campus",,Full-time,Daytime,Jönköping,"Business Administration, Business Administration and Economics, Industrial Economics, Organisation and Management, Leadership, Organisation and Management, Technology",Industrial Economics | Technology | Business Administration and Economics | Organisation and Management | Leadership,21 Aug,http://www.ju.se/emmaster
"Engineering Mathematics and Computational Science, Msc Progr",120,Chalmers University of Technology,Göteborg,Closed and will not be opened for late application,80000,320000,Autumn 2023 Period 1,,Master's,English,CTH-20009,"Programme, On-campus",,Full-time,Daytime,Göteborg,Technology,Technology,28 Aug,https://www.chalmers.se/en/education/find-masters-programme/engineering-mathematics-and-computational-science-msc/
Engineering Optimization,7.5,Umeå University,Umeå,Open for late application,17850,17850,Autumn 2023 Period 2,30 Oct - 14 Jan,Master's,English,UMU-57002,"Course, On-campus",,Half-time,Daytime,Umeå,"Computer Science, Numerical Analysis",Computer Science and Engineering | Mathematics,,http://www.umu.se/english/education/courses-and-programmes/course?code=5DA004
English 1,30,Linnaeus University (Kalmar Växjö),Växjö,Closed for late application,55000,55000,Autumn 2023 Period 1,28 Aug - 14 Jan,Bachelor's,English,LNU-F1964,"Course, On-campus",,Full-time,Daytime,Växjö,"English, Languages",Languages,,https://lnu.se/en/course/1EN001/20232/F1964
"English 3, Thesis",15,Linköping University,Linköping,Open for late application,17490,17490,Autumn 2023 Period 1,21 Aug - 21 Jan,Bachelor's,English,LIU-43153,"Course, On-campus",,Half-time,Daytime,Linköping,"English, Languages",Languages,,https://liu.se/en/education/course/711g23
English A,30,Södertörn University,Huddinge,Open for late application,45990,45990,Autumn 2023 Period 1,28 Aug - 14 Jan,Bachelor's,English,SH-42151,"Course, On-campus",,Full-time,Daytime,Huddinge,English,Languages,,https://sh.se/study?code=EN027G&lang=en
English A for international exchange students under formal agreements and free-movers,7.5,Umeå University,Umeå,Open for late application,11625,11625,Autumn 2023 Period 1,28 Aug - 14 Jan,Bachelor's,English,UMU-14119,"Course, On-campus",,One-quarter-time,Daytime,Umeå,"English, Humanities, Languages",Humanities | Languages,,http://www.umu.se/english/education/courses-and-programmes/course?code=1EN034
"English A, Cultural Studies and Academic Writing",7.5,Umeå University,Umeå,Open for late application,11625,11625,Autumn 2023 Period 1,28 Aug - 14 Jan,Bachelor's,English,UMU-14120,"Course, On-campus",,One-quarter-time,Daytime,Umeå,"English, Humanities, Languages",Humanities | Languages,,http://www.umu.se/english/education/courses-and-programmes/course?code=1EN062
"English A, Literature",7.5,Umeå University,Umeå,Open for late application,11625,11625,Autumn 2023 Period 1,28 Aug - 14 Jan,Bachelor's,English,UMU-14177,"Course, On-campus",,One-quarter-time,Daytime,Umeå,"English, Humanities, Languages",Humanities | Languages,,http://www.umu.se/english/education/courses-and-programmes/course?code=1EN003
English and Education: Masters Programme (Two-Year),120,Malmö University,Malmö,Closed for late application,48750,195000,Autumn 2023 Period 1,,Master's,English,MAU-36193,"Programme, On-campus",,Full-time,Daytime,Malmö,"Educational Sciences/Didactics, English, Social Science and Behavioural Science",Education/Educational Sciences/Didactics | Social Science and Behavioural Science | Languages,28 Aug,https://mau.se/en/study-education/programme/LAENL
